"article","color","brand","category","title","images","price"
"GWT2008D-8","Хаки зеленый","Great Wall Toys","Игрушка","Джип микро р/у 1:43 Hummer (хаки зеленый)","Полнофункциональный качественный джип на радиоуправлении масштаба 1/43 в подарочной упаковке.

Отличительными особенностями являются быстрая зарядка от пульта управления и четыре радио частоты управления. С несколькими такими машинками на разных частотах можно сделать мини трассу в офисе или дома и устраивать настоящие гонки с одновременным участием до четырёх машин! 

Светящиеся фары и большие резиновые колёса придают особую реалистичность, несмотря на микро размер. Высокий дорожный просвет и подвеска позволяют ездить по неровным поверхностям.Полнофункциональный качественный джип на радиоуправлении масштаба 1/43 в подарочной упаковке.

Отличительными особенностями являются быстрая зарядка от пульта управления и четыре радио частоты управления. С несколькими такими машинками на разных частотах можно сделать мини трассу в офисе или дома и устраивать настоящие гонки с одновременным участием до четырёх машин! 

Светящиеся фары и большие резиновые колёса придают особую реалистичность, несмотря на микро размер. Высокий дорожный просвет и подвеска позволяют ездить по неровным поверхностям.Полнофункциональный качественный джип на радиоуправлении масштаба 1/43 в подарочной упаковке.

Отличительными особенностями являются быстрая зарядка от пульта управления и четыре радио частоты управления. С несколькими такими машинками на разных частотах можно сделать мини трассу в офисе или дома и устраивать настоящие гонки с одновременным участием до четырёх машин! 

Светящиеся фары и большие резиновые колёса придают особую реалистичность, несмотря на микро размер. Высокий дорожный просвет и подвеска позволяют ездить по неровным поверхностям.",100
"SQW8004-370Zb","Синий","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Nissan 370Z (синий)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-370Zw","Белый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Nissan 370Z (белый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-FJb","Синий","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Toyota FJ (синий)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-Fjy","Жёлтый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Toyota FJ (желтый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-GT500g","Серый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Ford GT500 (серый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-GT500r","Красный","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Ford GT500 (красный)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-GTg","Серый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Nissan GT-R (серый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-GTr","Красный","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Nissan GT-R (красный)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-H2r","Красный","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Hummer H2 (красный)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-H2y","Жёлтый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Hummer H2 (желтый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-LP560o","Оранжевый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Lamborghini LP560 (оранжевый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-LP560y","Жёлтый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Lamborghini LP560 (желтый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-LP670b","Черный","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Lamborghini LP670 (черный)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-LP670y","Оранжевый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. Lamborghini LP670 (оранжевый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-X6b","Черный","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. BMW X6 (черный)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"SQW8004-X6w","Белый","ShenQiWei","Игрушка","Машинка микро р/у 1:43 лиценз. BMW X6 (белый)","Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.Копии популярных автомобилей в масштабе 1/43 на радиоуправлении выполненные по официальной лицензии автопроизводителей. Встроенный аккумулятор заряжается от пульта управления всего за несколько минут.

Очень качественные, быстрые и манёвренные машинки на радиоуправлении из серии ""микро"", отличительными особенностями которых являются быстрая зарядка от пульта управления и несколько радио частот управления. Купив несколько таких машинок на разных частотах, можно сделать мини трассу дома или в офисе и устраивать настоящие гонки с одновременным участием до двух машин. 

Пятиканальное управление даёт возможность ехать вперёд, назад, поворачивать влево, вправо и ехать с ускорением. Во время движения светятся фары.",100
"WL-2019blk","Черный","WL Toys","Игрушка","Машинка микро р/у 1:32 WL Toys Speed Racing скоростная (черный)","Скоростная радиоуправляемая машинка мини трагги WLToys 2019 - самая высокотехнологичная из моделей на радиоуправлении серии ""микро"", основными преимуществами которых являются быстрый заряд и несколько радио частот управления. 

Модель радиоуправляемой трагги WLToys 2019 (""mini Traxxas"") выделяет наличие двух режимов работы: пропорциональное управление скоростью и ручное переключение скоростей. В режиме ручного переключения можно выбрать одну из 5 скоростей наиболее подходящую для вашей трассы. В режиме пропорционального управления скоростью можно плавно ускорять или замедлять машинку на разных участках трассы. 
Эта микро машинка способна развивать невероятно высокие скорости, по хорошему покрытию - до 25-30 км/час! Такие скорости возможны благодаря мощному двигателю и ёмкому Li-Pol аккумулятору.
Подвеска, резиновые колёса с протекторами и высокий клиренс позволяют ездить по бездорожью и прыгать на трамплинах, выполняя различные фигуры.Скоростная радиоуправляемая машинка мини трагги WLToys 2019 - самая высокотехнологичная из моделей на радиоуправлении серии ""микро"", основными преимуществами которых являются быстрый заряд и несколько радио частот управления. 

Модель радиоуправляемой трагги WLToys 2019 (""mini Traxxas"") выделяет наличие двух режимов работы: пропорциональное управление скоростью и ручное переключение скоростей. В режиме ручного переключения можно выбрать одну из 5 скоростей наиболее подходящую для вашей трассы. В режиме пропорционального управления скоростью можно плавно ускорять или замедлять машинку на разных участках трассы. 
Эта микро машинка способна развивать невероятно высокие скорости, по хорошему покрытию - до 25-30 км/час! Такие скорости возможны благодаря мощному двигателю и ёмкому Li-Pol аккумулятору.
Подвеска, резиновые колёса с протекторами и высокий клиренс позволяют ездить по бездорожью и прыгать на трамплинах, выполняя различные фигуры.",100
"WL-2019blu","Синий","WL Toys","Игрушка","Машинка микро р/у 1:32 WL Toys Speed Racing скоростная (синий)","Скоростная радиоуправляемая машинка мини трагги WLToys 2019 - самая высокотехнологичная из моделей на радиоуправлении серии ""микро"", основными преимуществами которых являются быстрый заряд и несколько радио частот управления. 

Модель радиоуправляемой трагги WLToys 2019 (""mini Traxxas"") выделяет наличие двух режимов работы: пропорциональное управление скоростью и ручное переключение скоростей. В режиме ручного переключения можно выбрать одну из 5 скоростей наиболее подходящую для вашей трассы. В режиме пропорционального управления скоростью можно плавно ускорять или замедлять машинку на разных участках трассы. 
Эта микро машинка способна развивать невероятно высокие скорости, по хорошему покрытию - до 25-30 км/час! Такие скорости возможны благодаря мощному двигателю и ёмкому Li-Pol аккумулятору.
Подвеска, резиновые колёса с протекторами и высокий клиренс позволяют ездить по бездорожью и прыгать на трамплинах, выполняя различные фигуры.Скоростная радиоуправляемая машинка мини трагги WLToys 2019 - самая высокотехнологичная из моделей на радиоуправлении серии ""микро"", основными преимуществами которых являются быстрый заряд и несколько радио частот управления. 

Модель радиоуправляемой трагги WLToys 2019 (""mini Traxxas"") выделяет наличие двух режимов работы: пропорциональное управление скоростью и ручное переключение скоростей. В режиме ручного переключения можно выбрать одну из 5 скоростей наиболее подходящую для вашей трассы. В режиме пропорционального управления скоростью можно плавно ускорять или замедлять машинку на разных участках трассы. 
Эта микро машинка способна развивать невероятно высокие скорости, по хорошему покрытию - до 25-30 км/час! Такие скорости возможны благодаря мощному двигателю и ёмкому Li-Pol аккумулятору.
Подвеска, резиновые колёса с протекторами и высокий клиренс позволяют ездить по бездорожью и прыгать на трамплинах, выполняя различные фигуры.",100
